"year","month","mintemp","maxtemp","meantemp","precipitation","locally_measured","battery_low","warm_days","cool_precip","warm_precip","anomaly_ppt","anomaly_mint","anomaly_maxt","anomaly_meant"
1990,5,12.681935483871,29.2377419354839,21.7627392473118,3.556,TRUE,NA,256.064516129032,27.178,181.028258064516,0.486456908344733,2.68193548387097,-0.962258064516128,1.66273924731183
1990,6,20.1596666666667,37.456,29.4534861111111,16.764,TRUE,NA,256,27.178,185.868733333333,1.48748890860692,5.25966666666667,2.956,4.75348611111111
1990,7,18.7570967741935,31.6709677419355,24.5805241935484,83.058,TRUE,NA,256,27.178,216.768516129032,1.10567092651757,0.55709677419355,-2.52903225806452,-1.61947580645161
1990,8,17.0896774193548,29.7335483870968,22.9292338709677,63.5,TRUE,NA,256,27.178,218.980774193548,0.977073395907063,-0.31032258064516,-2.66645161290322,-1.97076612903226
1990,9,16.8453333333333,29.879,23.1101666666667,46.228,TRUE,NA,256,27.178,229.167266666667,1.43520645762186,2.54533333333333,-1.021,0.510166666666667
1990,10,9.63538709677419,25.9477419354839,17.6300161290323,12.446,TRUE,NA,254.870967741935,27.178,244.028451612903,0.392618296529968,1.63538709677419,-0.252258064516127,0.530016129032255
1990,11,4.3897,18.9803333333333,11.3182083333333,49.784,TRUE,NA,253.833333333333,50.0464666666667,245.702666666667,2.40386286817962,2.5897,-1.11966666666667,0.418208333333332
1990,12,-0.304161290322581,13.2389032258065,5.71697715053763,26.924,TRUE,NA,256.870967741935,71.292064516129,255.286387096774,0.829451632778805,1.39583870967742,-1.86109677419355,-0.983022849462365
1991,1,0.79158064516129,13.6011935483871,6.51977284946237,23.876,TRUE,NA,260.870967741935,77.5683225806452,271.771806451613,1.04444444444444,2.29158064516129,-1.6988064516129,-0.380227150537634
1991,2,3.50910714285714,17.6989285714286,10.3266666666667,25.654,TRUE,NA,263.464285714286,70.2491428571429,281.286857142857,1.31021450459653,3.60910714285714,0.0989285714285693,1.52666666666667
1991,3,2.27490322580645,17.7254838709677,10.261314516129,25.654,TRUE,NA,265.483870967742,74.5858709677419,296.229548387097,1.58358024691358,-0.0250967741935484,-3.27451612903226,-1.43868548387097
1991,4,7.23133333333333,24.7526666666667,16.6801875,0,TRUE,NA,258.033333333333,82.804,297.366266666667,0,1.93133333333333,-0.647333333333332,1.2801875
1991,5,11.9132580645161,29.7587096774194,21.5947795698925,6.096,TRUE,NA,256,82.804,291.39535483871,0.833926128590971,1.91325806451613,-0.441290322580645,1.49477956989247
1991,6,15.868,33.0173333333333,24.8289861111111,17.526,TRUE,NA,256,82.804,300.930733333333,1.55510204081633,0.968,-1.48266666666667,0.128986111111111
1991,7,18.6341935483871,32.8074193548387,25.2357123655914,61.214,TRUE,NA,256,82.804,276.794451612903,0.814882854100106,0.434193548387096,-1.3925806451613,-0.964287634408603
1991,8,18.1625806451613,32.2209677419355,24.5694220430108,43.688,TRUE,NA,256,82.804,257.49864516129,0.672226496384059,0.762580645161293,-0.179032258064517,-0.330577956989245
1991,9,15.3143333333333,28.8523333333333,21.7136111111111,37.084,TRUE,NA,256,82.804,264.244666666667,1.15131946600435,1.01433333333333,-2.04766666666666,-0.886388888888892
1991,10,6.01741935483871,24.431935483871,17.2834006410256,18.7,FALSE,NA,251.258064516129,85.1523870967742,235.664,0.589905362776025,-1.98258064516129,-1.76806451612903,0.183400641025639
1991,11,-2.77666666666667,14.2633333333333,8.06,31.3,FALSE,NA,235.433333333333,80.0155333333333,241.883333333333,1.51134717527764,-4.57666666666667,-5.83666666666667,-2.84
1991,12,0.713064516129032,11.6768387096774,6.2205,104.17,FALSE,NA,231.903225806452,90.179935483871,266.165870967742,3.20918052988293,2.41306451612903,-3.42316129032258,-0.4795
1992,1,-0.432806451612903,10.7735483870968,4.88399596774194,22.352,TRUE,NA,230.290322580645,124.822258064516,270.557612903226,0.977777777777778,1.0671935483871,-4.52645161290323,-2.01600403225807
1992,2,3.38548275862069,15.7975862068966,9.32318678160919,16.002,TRUE,NA,231.413793103448,122.907793103448,271.160827586207,0.817262512768131,3.48548275862069,-1.80241379310345,0.523186781609194
1992,3,5.08,18.7058064516129,11.6878333333333,43.434,TRUE,NA,234.258064516129,119.889741935484,266.616516129032,2.68111111111111,2.78,-2.2941935483871,-0.0121666666666655
1992,4,9.89273333333333,26.6413333333333,18.5102888888889,1.524,TRUE,NA,243.633333333333,112.958,290.123533333333,0.173972602739726,4.59273333333333,1.24133333333333,3.11028888888889
1992,5,12.2693548387097,26.1593548387097,18.8161559139785,70.104,TRUE,NA,245.967741935484,112.958,326.380258064516,9.59015047879617,2.26935483870968,-4.04064516129032,-1.28384408602151
1992,6,16.3103333333333,34.1686666666667,25.7697361111111,10.16,TRUE,NA,246,112.958,349.1362,0.90150842945874,1.41033333333333,-0.331333333333333,1.06973611111111
1992,7,18.4383870967742,34.03,26.0222311827957,52.07,TRUE,NA,246,112.958,345.749806451613,0.693157614483493,0.238387096774193,-0.170000000000002,-0.177768817204299
1992,8,17.2225806451613,31.3077419354839,24.3207392473118,63.772,FALSE,NA,246,112.958,349.069935483871,0.98125865517772,-0.177419354838708,-1.09225806451613,-0.579260752688171
1992,9,9.42633333333333,27.8673333333333,24.463287037037,34,FALSE,NA,245.766666666667,112.958,350.485066666667,1.05557280347718,-4.87366666666667,-3.03266666666666,1.86328703703704
1992,10,12.1613225806452,27.7845161290323,19.2180524193548,10.414,TRUE,NA,251.741935483871,110.106387096774,356.200322580645,0.328517350157729,4.16132258064516,1.58451612903226,2.11805241935484
1992,11,1.89763333333333,17.1906666666667,9.07928194444444,6.604,TRUE,NA,268.366666666667,94.1624,351.574,0.318879768227909,0.0976333333333332,-2.90933333333334,-1.82071805555556
1992,12,1.26616129032258,12.7402580645161,6.50441666666667,46.736,TRUE,NA,268.225806451613,88.2772903225807,333.418451612903,1.43980283425755,2.96616129032258,-2.35974193548387,-0.195583333333333
1993,1,2.87029032258065,14.1422580645161,8.08462365591398,59.436,TRUE,NA,274.451612903226,49.9724516129032,345.823483870968,2.6,4.37029032258065,-1.15774193548387,1.18462365591398
1993,2,2.13771428571429,15.3889285714286,8.39824702380952,19.05,TRUE,NA,273.142857142857,50.1105714285714,360.2175,0.972931562819203,2.23771428571429,-2.21107142857143,-0.401752976190476
1993,3,4.46764516129032,20.9135483870968,12.7133239247312,5.588,TRUE,NA,269.096774193548,49.1612903225806,351.591741935484,0.344938271604938,2.16764516129032,-0.0864516129032253,1.01332392473118
1993,4,8.62943333333333,26.129,17.8405916666667,0,TRUE,NA,264.733333333333,48.26,329.682466666667,0,3.32943333333333,0.729000000000003,2.44059166666666
1993,5,13.5287096774194,30.3635483870968,22.2314919354839,11.176,TRUE,NA,264,48.26,295.744516129032,1.52886456908345,3.52870967741936,0.163548387096775,2.13149193548387
1993,6,17.722,35.77,27.4874166666667,0,TRUE,NA,264,48.26,265.2596,0,2.822,1.27,2.78741666666667
1993,7,19.4577419354839,34.02,26.5495833333333,16.51,TRUE,NA,264,48.26,244.215290322581,0.219781682641108,1.25774193548387,-0.18,0.349583333333335
1993,8,18.9167741935484,31.7554838709677,24.5364516129032,46.736,TRUE,NA,264,48.26,194.855612903226,0.719126019387598,1.51677419354839,-0.644516129032258,-0.363548387096774
1993,9,15.4403333333333,31.5086666666667,23.3320416666667,1.27,TRUE,NA,264.233333333333,48.26,192.6468,0.0394287488357653,1.14033333333333,0.608666666666668,0.732041666666664
1993,10,10.1636451612903,25.3074193548387,17.292560483871,6.35,TRUE,NA,264.387096774194,48.26,175.972838709677,0.200315457413249,2.16364516129032,-0.892580645161289,0.192560483870967
1993,11,3.51403333333333,18.7396666666667,10.6339583333333,28.448,TRUE,NA,262.5,61.6119333333333,171.534666666667,1.37363592467407,1.71403333333333,-1.36033333333333,-0.266041666666666
1993,12,1.26351612903226,15.0025806451613,7.48973655913978,13.208,TRUE,NA,265.645161290323,50.0543870967742,156.455806451613,0.406900800985829,2.96351612903226,-0.0974193548387099,0.789736559139785
1994,1,0.50841935483871,16.4632580645161,7.86737903225806,3.302,TRUE,NA,261.58064516129,48.5549677419355,124.722193548387,0.144444444444444,2.00841935483871,1.16325806451613,0.967379032258064
1994,2,2.10321428571429,16.9575,9.14071279761905,13.97,TRUE,NA,260.607142857143,45.5204285714286,107.2515,0.713483146067416,2.20321428571429,-0.642500000000002,0.340712797619046
1994,3,6.27554838709677,20.8829032258065,13.4650403225806,14.986,TRUE,NA,265.258064516129,48.9318709677419,104.475935483871,0.925061728395062,3.97554838709677,-0.117096774193548,1.76504032258065
1994,4,9.35976666666667,25.4676666666667,17.8435305555556,3.556,TRUE,NA,267.7,53.594,103.310266666667,0.405936073059361,4.05976666666667,0.0676666666666677,2.44353055555556
1994,5,13.3754838709677,29.9696774193548,22.1747446236559,3.048,TRUE,NA,267,53.594,104.762709677419,0.416963064295486,3.37548387096774,-0.230322580645161,2.07474462365591
1994,6,21.029,37.5033333333333,29.574125,3.556,TRUE,NA,267,53.594,99.1700666666667,0.315527950310559,6.129,3.00333333333333,4.874125
1994,7,20.9435483870968,36.2625806451613,28.6592607526882,18.796,TRUE,NA,267,53.594,99.1910967741936,0.250212992545261,2.74354838709677,2.06258064516129,2.45926075268817
1994,8,20.4177419354839,35.2954838709677,27.4154838709677,32.004,TRUE,NA,267,53.594,112.628516129032,0.49244499153716,3.01774193548387,2.89548387096774,2.51548387096774
1994,9,17.487,31.428,24.1371944444444,26.924,TRUE,NA,267,53.594,110.202133333333,0.835889475318224,3.187,0.528000000000002,1.53719444444444
1994,10,10.6399677419355,25.4525806451613,17.8903575268817,13.208,TRUE,NA,267.129032258065,53.594,118.118193548387,0.416656151419558,2.63996774193548,-0.747419354838708,0.790357526881721
1994,11,3.8682,17.7406666666667,10.4900513888889,63.754,TRUE,NA,270.366666666667,40.3098,161.916533333333,3.07841622404635,2.0682,-2.35933333333334,-0.409948611111112
1994,12,2.40125806451613,14.1483870967742,7.73731586021505,77.47,TRUE,NA,271.709677419355,32.2743870967742,214.474322580645,2.38662969808996,4.10125806451613,-0.951612903225806,1.03731586021505
1995,1,1.27509677419355,13.7814838709677,6.90587231182796,21.082,TRUE,NA,271.612903225806,50.0953548387097,240.710064516129,0.922222222222222,2.77509677419355,-1.51851612903226,0.00587231182795644
1995,2,5.21853571428571,18.3932142857143,11.46746875,21.336,TRUE,NA,277.428571428571,48.6863571428571,242.669785714286,1.08968335035751,5.31853571428571,0.793214285714285,2.66746875
1995,3,4.62341935483871,20.1212903225806,12.4989153225806,16.002,TRUE,NA,282.225806451613,42.7621290322581,261.259483870968,0.987777777777778,2.32341935483871,-0.878709677419355,0.798915322580646
1995,4,6.36933333333333,24.0573333333333,15.6641972222222,1.778,TRUE,NA,276.3,38.5064,262.2042,0.20296803652968,1.06933333333333,-1.34266666666667,0.264197222222222
1995,5,11.3649032258065,27.9054838709677,20.5527916666667,2.286,TRUE,NA,273.161290322581,39.116,260.366387096774,0.312722298221614,1.36490322580645,-2.29451612903226,0.452791666666666
1995,6,16.7843333333333,34.13,26.2183611111111,0.254,TRUE,NA,273,39.116,257.7084,0.0225377107364685,1.88433333333333,-0.369999999999997,1.51836111111111
1995,7,19.7832258064516,35.6593548387097,27.8009005376344,38.862,TRUE,NA,273,39.116,267.527548387097,0.517332268370607,1.58322580645161,1.45935483870967,1.60090053763441
1995,8,20.0038709677419,34.9948387096774,27.2250672043011,28.194,TRUE,NA,273,39.116,271.78,0.433820587782736,2.60387096774194,2.59483870967742,2.32506720430108
1995,9,16.534,30.8736666666667,23.3710416666667,73.406,TRUE,NA,273,39.116,284.7848,2.27898168270723,2.234,-0.0263333333333335,0.771041666666665
1995,10,10.7007741935484,28.5854838709677,19.3218548387097,2.286,TRUE,NA,273.483870967742,39.116,311.764516129032,0.0721135646687697,2.70077419354839,2.38548387096774,2.22185483870967
1995,11,6.50366666666667,22.6086666666667,14.0018819444444,5.334,TRUE,NA,280.633333333333,37.2872,271.204266666667,0.257556735876388,4.70366666666667,2.50866666666666,3.10188194444444
1995,12,1.98367741935484,17.615,8.57502985979338,4.572,TRUE,NA,291.258064516129,31.0863225806452,219.070903225806,0.140850277264325,3.68367741935484,2.515,1.87502985979338
1996,1,1.09183870967742,17.6050322580645,8.82622822580645,0.508,TRUE,NA,289.032258064516,6.5958064516129,192.359935483871,0.0222222222222222,2.59183870967742,2.30503225806451,1.92622822580645
1996,2,5.41358620689655,19.6893103448276,12.3962586206897,7.366,TRUE,NA,291.793103448276,5.03620689655172,185.66524137931,0.376200204290092,5.51358620689655,2.08931034482758,3.59625862068965
1996,3,4.62503225806452,21.3974193548387,13.2732177419355,0.254,TRUE,NA,287.129032258065,6.49748387096774,161.773419354839,0.015679012345679,2.32503225806452,0.397419354838711,1.57321774193549
1996,4,9.67366666666667,26.3,18.5022486111111,4.318,TRUE,NA,291.3,6.16373333333333,161.764133333333,0.492922374429224,4.37366666666667,0.900000000000002,3.10224861111111
1996,5,15.5529032258065,33.2935483870968,25.2761021505376,0,TRUE,NA,295.870967741935,5.588,159.766,0,5.55290322580645,3.09354838709678,5.17610215053763
1996,6,19.0516666666667,35.5893333333333,27.7244027777778,61.468,TRUE,NA,296,5.588,185.453866666667,5.45412599822538,4.15166666666667,1.08933333333334,3.02440277777778
1996,7,19.9041935483871,34.8890322580645,26.6607795698925,79.248,TRUE,NA,296,5.588,234.212580645161,1.05495207667732,1.7041935483871,0.689032258064515,0.460779569892473
1996,8,18.5154838709677,32.7535483870968,25.3433602150538,17.78,TRUE,NA,296,5.588,257.801806451613,0.273580550853978,1.11548387096774,0.353548387096772,0.443360215053765
1996,9,14.9606666666667,29.2966666666667,21.6395277777778,38.608,TRUE,NA,296,5.588,233.798533333333,1.19863396460726,0.660666666666666,-1.60333333333333,-0.960472222222222
1996,10,10.1704838709677,25.2590322580645,17.6464287634409,49.276,TRUE,NA,294.451612903226,8.79987096774194,226.215677419355,1.55444794952681,2.17048387096774,-0.940967741935484,0.546428763440858
1996,11,4.95403333333333,19.977,11.9093972222222,6.858,TRUE,NA,284.6,20.2692,244.974533333333,0.331144374698213,3.15403333333333,-0.123000000000001,1.00939722222222
1996,12,1.18138709677419,17.026,8.44132392473118,0,TRUE,NA,273.290322580645,22.941935483871,244.806838709677,0,2.88138709677419,1.926,1.74132392473118
1997,1,0.692354838709677,13.5568709677419,6.61521505376344,25.908,TRUE,NA,277.774193548387,31.3157419354839,253.000387096774,1.13333333333333,2.19235483870968,-1.74312903225806,-0.284784946236559
1997,2,1.51896428571429,15.94125,8.52273214285714,40.64,TRUE,NA,267.214285714286,43.8603571428571,250.217214285714,2.0755873340143,1.61896428571429,-1.65875,-0.277267857142858
1997,3,6.58203225806452,23.0167741935484,14.5775806451613,3.048,TRUE,NA,262.41935483871,73.0045161290323,251.77135483871,0.188148148148148,4.28203225806452,2.01677419354839,2.87758064516129
1997,4,7.9193,23.7193333333333,16.4093138888889,2.794,TRUE,NA,264.933333333333,72.9572666666667,251.138266666667,0.318949771689498,2.6193,-1.68066666666666,1.00931388888889
1997,5,15.3725806451613,31.2896774193548,23.2361424731183,29.718,TRUE,NA,264,73.152,269.575935483871,4.06538987688099,5.37258064516129,1.08967741935484,3.13614247311828
1997,6,17.5373333333333,34.4346666666667,26.8163888888889,4.572,TRUE,NA,264,73.152,260.307666666667,0.405678793256433,2.63733333333333,-0.065333333333335,2.11638888888889
1997,7,19.6883870967742,34.8422580645161,27.09375,35.814,TRUE,NA,264,73.152,199.496516129032,0.476757188498403,1.48838709677419,0.642258064516128,0.893750000000001
1997,8,18.9038709677419,33.2209677419355,25.5070295698925,39.116,TRUE,NA,264,73.152,198.841032258065,0.601877211878751,1.50387096774194,0.820967741935483,0.607029569892475
1997,9,18.1373333333333,32.42,24.7961666666667,27.178,TRUE,NA,264,73.152,195.283666666667,0.843775225085377,3.83733333333333,1.52,2.19616666666666
1997,10,8.82841935483871,25.188064516129,16.778439516129,9.144,TRUE,NA,264.258064516129,69.9401290322581,187.787935483871,0.288454258675079,0.82841935483871,-1.01193548387097,-0.321560483870968
1997,11,5.15423333333333,19.5983333333333,11.8062013888889,17.526,TRUE,NA,268.1,58.5216,175.370066666667,0.84625784645099,3.35423333333333,-0.501666666666669,0.906201388888888
1997,12,-0.762677419354839,11.2303870967742,4.64490725806452,50.292,TRUE,NA,267.032258064516,74.6186451612903,186.534322580645,1.54935304990758,0.937322580645161,-3.86961290322581,-2.05509274193548
1998,1,1.02161290322581,16.3258064516129,8.09369086021505,1.27,TRUE,NA,260.870967741935,87.7529032258064,180.118774193548,0.0555555555555556,2.52161290322581,1.0258064516129,1.19369086021505
1998,2,1.14914285714286,13.9885714285714,6.98315029761905,30.48,TRUE,NA,258.857142857143,93.5899285714286,177.636714285714,1.55669050051073,1.24914285714286,-3.61142857142857,-1.81684970238095
1998,3,3.59232258064516,19.1719677419355,11.0856075268817,28.956,TRUE,NA,252.677419354839,78.5843225806452,181.650967741935,1.78740740740741,1.29232258064516,-1.82803225806452,-0.614392473118279
1998,4,5.95743333333333,22.7146666666667,14.7816888888889,1.016,TRUE,NA,239.566666666667,90.6187333333333,186.292066666667,0.115981735159817,0.657433333333334,-2.68533333333333,-0.618311111111112
1998,5,4.87548387096774,26.5483870967742,24.0087544802867,0,FALSE,NA,229.129032258065,90.424,167.558064516129,0,-5.12451612903226,-3.65161290322581,3.90875448028674
1998,6,8.49655172413793,30.6448275862069,28.7103448275862,4.3,FALSE,NA,218.9,90.424,153.9882,0.381543921916593,-6.40344827586207,-3.8551724137931,4.01034482758621
1998,7,14.0677419354839,29.3677419354839,25.5709677419355,138.9,FALSE,NA,217,90.424,233.600967741935,1.84904153354633,-4.13225806451613,-4.83225806451613,-0.629032258064516
1998,8,14.8758064516129,30.5383870967742,26.4617483457403,52.358,FALSE,NA,217,90.424,261.364838709677,0.805631635636252,-2.5241935483871,-1.8616129032258,1.56174834574028
1998,9,18.0046666666667,33.0726666666667,25.4961111111111,9.398,TRUE,NA,217,90.424,266.610266666667,0.291772741384663,3.70466666666666,2.17266666666667,2.89611111111111
1998,10,11.6230967741935,26.3293548387097,18.7663602150538,27.94,TRUE,NA,217.806451612903,90.424,251.421612903226,0.881388012618296,3.62309677419355,0.129354838709677,1.66636021505376
1998,11,5.54693333333333,21.1353333333333,12.9632875,13.208,TRUE,NA,221.433333333333,90.6102666666667,265.3826,0.637759536455818,3.74693333333333,1.03533333333333,2.0632875
1998,12,0.909612903225806,15.1278709677419,7.54111693548387,12.192,TRUE,NA,225.387096774194,80.436064516129,260.672129032258,0.375600739371534,2.60961290322581,0.0278709677419364,0.841116935483871
1999,1,1.81212903225806,18.1474193548387,9.29159811827957,0,TRUE,NA,231.838709677419,60.0914838709677,258.853161290323,0,3.31212903225806,2.84741935483871,2.39159811827957
1999,2,2.77285714285714,20.7275,11.5464806547619,0,TRUE,NA,238.785714285714,41.148,258.749571428571,0,2.87285714285714,3.1275,2.7464806547619
1999,3,5.26416129032258,23.0851612903226,14.2989596774194,1.778,TRUE,NA,249.612903225806,26.416,252.863677419355,0.109753086419753,2.96416129032258,2.08516129032258,2.59895967741936
1999,4,6.99066666666667,23.7086666666667,15.8747722222222,3.556,TRUE,NA,253.833333333333,18.5504666666667,245.0626,0.405936073059361,1.69066666666667,-1.69133333333333,0.474772222222223
1999,5,13.7237419354839,30.5516129032258,22.7414798387097,0,TRUE,NA,261.903225806452,18.796,244.834,0,3.72374193548387,0.351612903225806,2.64147983870967
1999,6,16.9118,33.9816666666667,25.7703111111111,3.81,TRUE,NA,272.1,18.796,242.873266666667,0.338065661047028,2.0118,-0.518333333333331,1.07031111111111
1999,7,18.918064516129,31.1561290322581,24.4175940860215,91.694,TRUE,NA,274,18.796,211.770129032258,1.22063365282215,0.718064516129033,-3.04387096774194,-1.78240591397849
1999,8,18.1,31.6148387096774,24.2507795698925,102.108,TRUE,NA,274,18.796,244.376322580645,1.57113402061856,0.700000000000003,-0.785161290322581,-0.649220430107526
1999,9,15.8293333333333,30.98,22.9927361111111,39.624,TRUE,NA,274,18.796,266.632266666667,1.23017696367588,1.52933333333333,0.0800000000000018,0.392736111111109
1999,10,9.94564516129032,27.9209677419355,18.717126344086,0.254,TRUE,NA,272.709677419355,18.796,272.73864516129,0.00801261829652997,1.94564516129032,1.72096774193549,1.61712634408602
1999,11,6.28503333333333,24.105,14.6327138888889,0,TRUE,NA,269.966666666667,18.5589333333333,245.863533333333,0,4.48503333333333,4.005,3.73271388888889
1999,12,0.0548387096774194,14.2720967741935,6.69621102150538,4.318,TRUE,NA,269.032258064516,9.63561290322581,237.809548387097,0.133025261860752,1.75483870967742,-0.827903225806452,-0.00378897849462412
2000,1,1.83841935483871,18.5406451612903,9.51425940860215,0.508,TRUE,NA,265.322580645161,10.1436129032258,237.49,0.0222222222222222,3.33841935483871,3.24064516129032,2.61425940860215
2000,2,3.12631034482759,20.3562068965517,11.7604238505747,0.254,TRUE,NA,268.758620689655,10.16,237.560068965517,0.0129724208375894,3.22631034482759,2.75620689655172,2.96042385057471
2000,3,4.55109677419355,21.4977419354839,13.2258198924731,5.588,TRUE,NA,267.483870967742,10.8154838709677,238.538774193548,0.344938271604938,2.25109677419355,0.497741935483869,1.52581989247312
2000,4,10.7168333333333,28.1706666666667,19.8930652777778,0,TRUE,NA,273.266666666667,8.763,239.522,0,5.41683333333333,2.77066666666667,4.49306527777778
2000,5,16.1125806451613,34.0367741935484,25.7528360215054,0,TRUE,NA,276,8.636,239.522,0,6.11258064516129,3.83677419354839,5.65283602150538
2000,6,18.5196666666667,33.3233333333333,25.8328888888889,41.402,TRUE,NA,276,8.636,246.464666666667,3.67364685004437,3.61966666666667,-1.17666666666667,1.13288888888889
2000,7,20.1074193548387,35.5209677419355,27.3665456989247,21.336,TRUE,NA,276,8.636,231.746322580645,0.284025559105431,1.90741935483871,1.32096774193548,1.16654569892473
2000,8,18.931935483871,33.8996774193548,25.8202016129032,40.64,TRUE,NA,276,8.636,143.444451612903,0.62532697338052,1.53193548387097,1.49967741935484,0.920201612903227
