"period","type","plot","brown_trtmnt","nind","krat_treatment","okrat_treatment"
18,"small_granivore","19","dipo_absent",1,"exclosure","exclosure"
19,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
20,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
21,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
22,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
23,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
24,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
25,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
26,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
27,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
28,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
29,"small_granivore","19","dipo_absent",1,"exclosure","exclosure"
30,"small_granivore","19","dipo_absent",3,"exclosure","exclosure"
31,"small_granivore","19","dipo_absent",1,"exclosure","exclosure"
33,"small_granivore","19","dipo_absent",2,"exclosure","exclosure"
34,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
35,"small_granivore","19","dipo_absent",0,"exclosure","exclosure"
1,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
2,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
3,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
4,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
8,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
9,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
10,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
11,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
15,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
32,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
5,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
6,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
7,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
12,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
13,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
14,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
16,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
17,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
18,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
19,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
20,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
21,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
22,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
23,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
24,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
25,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
26,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
27,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
28,"small_omnivore","19","dipo_absent",2,"exclosure","exclosure"
29,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
30,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
31,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
33,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
34,"small_omnivore","19","dipo_absent",0,"exclosure","exclosure"
35,"small_omnivore","19","dipo_absent",1,"exclosure","exclosure"
1,"dipo","21","dipo_absent",2,"exclosure","exclosure"
2,"dipo","21","dipo_absent",3,"exclosure","exclosure"
3,"dipo","21","dipo_absent",2,"exclosure","exclosure"
4,"dipo","21","dipo_absent",1,"exclosure","exclosure"
8,"dipo","21","dipo_absent",0,"exclosure","exclosure"
9,"dipo","21","dipo_absent",0,"exclosure","exclosure"
10,"dipo","21","dipo_absent",0,"exclosure","exclosure"
11,"dipo","21","dipo_absent",0,"exclosure","exclosure"
15,"dipo","21","dipo_absent",0,"exclosure","exclosure"
32,"dipo","21","dipo_absent",0,"exclosure","exclosure"
5,"dipo","21","dipo_absent",0,"exclosure","exclosure"
6,"dipo","21","dipo_absent",0,"exclosure","exclosure"
7,"dipo","21","dipo_absent",0,"exclosure","exclosure"
12,"dipo","21","dipo_absent",0,"exclosure","exclosure"
13,"dipo","21","dipo_absent",0,"exclosure","exclosure"
14,"dipo","21","dipo_absent",0,"exclosure","exclosure"
16,"dipo","21","dipo_absent",0,"exclosure","exclosure"
17,"dipo","21","dipo_absent",0,"exclosure","exclosure"
18,"dipo","21","dipo_absent",0,"exclosure","exclosure"
19,"dipo","21","dipo_absent",0,"exclosure","exclosure"
20,"dipo","21","dipo_absent",0,"exclosure","exclosure"
21,"dipo","21","dipo_absent",0,"exclosure","exclosure"
22,"dipo","21","dipo_absent",0,"exclosure","exclosure"
23,"dipo","21","dipo_absent",0,"exclosure","exclosure"
24,"dipo","21","dipo_absent",0,"exclosure","exclosure"
25,"dipo","21","dipo_absent",0,"exclosure","exclosure"
26,"dipo","21","dipo_absent",0,"exclosure","exclosure"
27,"dipo","21","dipo_absent",0,"exclosure","exclosure"
28,"dipo","21","dipo_absent",0,"exclosure","exclosure"
29,"dipo","21","dipo_absent",0,"exclosure","exclosure"
30,"dipo","21","dipo_absent",0,"exclosure","exclosure"
31,"dipo","21","dipo_absent",0,"exclosure","exclosure"
33,"dipo","21","dipo_absent",0,"exclosure","exclosure"
34,"dipo","21","dipo_absent",0,"exclosure","exclosure"
35,"dipo","21","dipo_absent",0,"exclosure","exclosure"
1,"other","21","dipo_absent",0,"exclosure","exclosure"
2,"other","21","dipo_absent",0,"exclosure","exclosure"
3,"other","21","dipo_absent",0,"exclosure","exclosure"
4,"other","21","dipo_absent",0,"exclosure","exclosure"
8,"other","21","dipo_absent",0,"exclosure","exclosure"
9,"other","21","dipo_absent",0,"exclosure","exclosure"
10,"other","21","dipo_absent",0,"exclosure","exclosure"
11,"other","21","dipo_absent",0,"exclosure","exclosure"
15,"other","21","dipo_absent",0,"exclosure","exclosure"
32,"other","21","dipo_absent",0,"exclosure","exclosure"
5,"other","21","dipo_absent",0,"exclosure","exclosure"
6,"other","21","dipo_absent",0,"exclosure","exclosure"
7,"other","21","dipo_absent",0,"exclosure","exclosure"
12,"other","21","dipo_absent",0,"exclosure","exclosure"
13,"other","21","dipo_absent",0,"exclosure","exclosure"
14,"other","21","dipo_absent",0,"exclosure","exclosure"
16,"other","21","dipo_absent",0,"exclosure","exclosure"
17,"other","21","dipo_absent",0,"exclosure","exclosure"
18,"other","21","dipo_absent",0,"exclosure","exclosure"
19,"other","21","dipo_absent",1,"exclosure","exclosure"
20,"other","21","dipo_absent",1,"exclosure","exclosure"
21,"other","21","dipo_absent",1,"exclosure","exclosure"
22,"other","21","dipo_absent",1,"exclosure","exclosure"
23,"other","21","dipo_absent",0,"exclosure","exclosure"
24,"other","21","dipo_absent",0,"exclosure","exclosure"
25,"other","21","dipo_absent",0,"exclosure","exclosure"
26,"other","21","dipo_absent",0,"exclosure","exclosure"
27,"other","21","dipo_absent",0,"exclosure","exclosure"
28,"other","21","dipo_absent",1,"exclosure","exclosure"
29,"other","21","dipo_absent",0,"exclosure","exclosure"
30,"other","21","dipo_absent",0,"exclosure","exclosure"
31,"other","21","dipo_absent",0,"exclosure","exclosure"
33,"other","21","dipo_absent",1,"exclosure","exclosure"
34,"other","21","dipo_absent",1,"exclosure","exclosure"
35,"other","21","dipo_absent",0,"exclosure","exclosure"
1,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
2,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
3,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
4,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
8,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
9,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
10,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
11,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
15,"small_granivore","21","dipo_absent",2,"exclosure","exclosure"
32,"small_granivore","21","dipo_absent",3,"exclosure","exclosure"
5,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
6,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
7,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
12,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
13,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
14,"small_granivore","21","dipo_absent",2,"exclosure","exclosure"
16,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
17,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
18,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
19,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
20,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
21,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
22,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
23,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
24,"small_granivore","21","dipo_absent",2,"exclosure","exclosure"
25,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
26,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
27,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
28,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
29,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
30,"small_granivore","21","dipo_absent",2,"exclosure","exclosure"
31,"small_granivore","21","dipo_absent",2,"exclosure","exclosure"
33,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
34,"small_granivore","21","dipo_absent",0,"exclosure","exclosure"
35,"small_granivore","21","dipo_absent",1,"exclosure","exclosure"
1,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
2,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
3,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
4,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
8,"small_omnivore","21","dipo_absent",2,"exclosure","exclosure"
9,"small_omnivore","21","dipo_absent",2,"exclosure","exclosure"
10,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
11,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
15,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
32,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
5,"small_omnivore","21","dipo_absent",3,"exclosure","exclosure"
6,"small_omnivore","21","dipo_absent",3,"exclosure","exclosure"
7,"small_omnivore","21","dipo_absent",2,"exclosure","exclosure"
12,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
13,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
14,"small_omnivore","21","dipo_absent",2,"exclosure","exclosure"
16,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
17,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
18,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
19,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
20,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
21,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
22,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
23,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
24,"small_omnivore","21","dipo_absent",2,"exclosure","exclosure"
25,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
26,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
27,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
28,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
29,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
30,"small_omnivore","21","dipo_absent",2,"exclosure","exclosure"
31,"small_omnivore","21","dipo_absent",1,"exclosure","exclosure"
33,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
34,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
35,"small_omnivore","21","dipo_absent",0,"exclosure","exclosure"
1,"dipo","8","dipo_present",1,"control","control"
2,"dipo","8","dipo_present",2,"control","control"
3,"dipo","8","dipo_present",1,"control","control"
4,"dipo","8","dipo_present",3,"control","control"
8,"dipo","8","dipo_present",2,"control","control"
9,"dipo","8","dipo_present",3,"control","control"
10,"dipo","8","dipo_present",3,"control","control"
11,"dipo","8","dipo_present",3,"control","control"
15,"dipo","8","dipo_present",5,"control","control"
32,"dipo","8","dipo_present",2,"control","control"
5,"dipo","8","dipo_present",2,"control","control"
6,"dipo","8","dipo_present",3,"control","control"
7,"dipo","8","dipo_present",2,"control","control"
12,"dipo","8","dipo_present",4,"control","control"
13,"dipo","8","dipo_present",4,"control","control"
14,"dipo","8","dipo_present",2,"control","control"
16,"dipo","8","dipo_present",4,"control","control"
17,"dipo","8","dipo_present",4,"control","control"
18,"dipo","8","dipo_present",2,"control","control"
19,"dipo","8","dipo_present",1,"control","control"
20,"dipo","8","dipo_present",3,"control","control"
21,"dipo","8","dipo_present",2,"control","control"
22,"dipo","8","dipo_present",1,"control","control"
23,"dipo","8","dipo_present",2,"control","control"
24,"dipo","8","dipo_present",1,"control","control"
25,"dipo","8","dipo_present",1,"control","control"
26,"dipo","8","dipo_present",1,"control","control"
27,"dipo","8","dipo_present",1,"control","control"
28,"dipo","8","dipo_present",3,"control","control"
29,"dipo","8","dipo_present",2,"control","control"
30,"dipo","8","dipo_present",4,"control","control"
31,"dipo","8","dipo_present",3,"control","control"
33,"dipo","8","dipo_present",2,"control","control"
34,"dipo","8","dipo_present",2,"control","control"
35,"dipo","8","dipo_present",2,"control","control"
1,"other","8","dipo_present",0,"control","control"
2,"other","8","dipo_present",0,"control","control"
3,"other","8","dipo_present",0,"control","control"
4,"other","8","dipo_present",0,"control","control"
8,"other","8","dipo_present",0,"control","control"
9,"other","8","dipo_present",0,"control","control"
10,"other","8","dipo_present",0,"control","control"
11,"other","8","dipo_present",0,"control","control"
15,"other","8","dipo_present",0,"control","control"
32,"other","8","dipo_present",0,"control","control"
5,"other","8","dipo_present",0,"control","control"
6,"other","8","dipo_present",0,"control","control"
7,"other","8","dipo_present",0,"control","control"
12,"other","8","dipo_present",0,"control","control"
13,"other","8","dipo_present",0,"control","control"
14,"other","8","dipo_present",0,"control","control"
16,"other","8","dipo_present",0,"control","control"
17,"other","8","dipo_present",0,"control","control"
18,"other","8","dipo_present",0,"control","control"
19,"other","8","dipo_present",0,"control","control"
20,"other","8","dipo_present",0,"control","control"
21,"other","8","dipo_present",0,"control","control"
22,"other","8","dipo_present",0,"control","control"
23,"other","8","dipo_present",0,"control","control"
24,"other","8","dipo_present",0,"control","control"
25,"other","8","dipo_present",0,"control","control"
26,"other","8","dipo_present",0,"control","control"
27,"other","8","dipo_present",0,"control","control"
28,"other","8","dipo_present",0,"control","control"
29,"other","8","dipo_present",0,"control","control"
30,"other","8","dipo_present",0,"control","control"
31,"other","8","dipo_present",0,"control","control"
33,"other","8","dipo_present",0,"control","control"
34,"other","8","dipo_present",0,"control","control"
35,"other","8","dipo_present",0,"control","control"
1,"small_granivore","8","dipo_present",0,"control","control"
2,"small_granivore","8","dipo_present",1,"control","control"
3,"small_granivore","8","dipo_present",0,"control","control"
4,"small_granivore","8","dipo_present",0,"control","control"
8,"small_granivore","8","dipo_present",0,"control","control"
9,"small_granivore","8","dipo_present",0,"control","control"
10,"small_granivore","8","dipo_present",0,"control","control"
11,"small_granivore","8","dipo_present",1,"control","control"
15,"small_granivore","8","dipo_present",1,"control","control"
32,"small_granivore","8","dipo_present",1,"control","control"
5,"small_granivore","8","dipo_present",1,"control","control"
6,"small_granivore","8","dipo_present",1,"control","control"
7,"small_granivore","8","dipo_present",0,"control","control"
12,"small_granivore","8","dipo_present",1,"control","control"
13,"small_granivore","8","dipo_present",0,"control","control"
14,"small_granivore","8","dipo_present",0,"control","control"
16,"small_granivore","8","dipo_present",0,"control","control"
17,"small_granivore","8","dipo_present",0,"control","control"
18,"small_granivore","8","dipo_present",0,"control","control"
19,"small_granivore","8","dipo_present",0,"control","control"
20,"small_granivore","8","dipo_present",0,"control","control"
21,"small_granivore","8","dipo_present",0,"control","control"
22,"small_granivore","8","dipo_present",0,"control","control"
23,"small_granivore","8","dipo_present",0,"control","control"
24,"small_granivore","8","dipo_present",0,"control","control"
25,"small_granivore","8","dipo_present",0,"control","control"
26,"small_granivore","8","dipo_present",0,"control","control"
27,"small_granivore","8","dipo_present",1,"control","control"
28,"small_granivore","8","dipo_present",0,"control","control"
29,"small_granivore","8","dipo_present",0,"control","control"
30,"small_granivore","8","dipo_present",1,"control","control"
31,"small_granivore","8","dipo_present",0,"control","control"
33,"small_granivore","8","dipo_present",1,"control","control"
34,"small_granivore","8","dipo_present",0,"control","control"
35,"small_granivore","8","dipo_present",0,"control","control"
1,"small_omnivore","8","dipo_present",0,"control","control"
2,"small_omnivore","8","dipo_present",0,"control","control"
3,"small_omnivore","8","dipo_present",0,"control","control"
4,"small_omnivore","8","dipo_present",0,"control","control"
8,"small_omnivore","8","dipo_present",0,"control","control"
9,"small_omnivore","8","dipo_present",2,"control","control"
10,"small_omnivore","8","dipo_present",0,"control","control"
11,"small_omnivore","8","dipo_present",0,"control","control"
15,"small_omnivore","8","dipo_present",0,"control","control"
32,"small_omnivore","8","dipo_present",0,"control","control"
5,"small_omnivore","8","dipo_present",0,"control","control"
6,"small_omnivore","8","dipo_present",0,"control","control"
7,"small_omnivore","8","dipo_present",1,"control","control"
12,"small_omnivore","8","dipo_present",0,"control","control"
13,"small_omnivore","8","dipo_present",0,"control","control"
14,"small_omnivore","8","dipo_present",0,"control","control"
16,"small_omnivore","8","dipo_present",0,"control","control"
17,"small_omnivore","8","dipo_present",2,"control","control"
18,"small_omnivore","8","dipo_present",1,"control","control"
19,"small_omnivore","8","dipo_present",0,"control","control"
20,"small_omnivore","8","dipo_present",1,"control","control"
21,"small_omnivore","8","dipo_present",0,"control","control"
22,"small_omnivore","8","dipo_present",0,"control","control"
23,"small_omnivore","8","dipo_present",0,"control","control"
24,"small_omnivore","8","dipo_present",0,"control","control"
25,"small_omnivore","8","dipo_present",1,"control","control"
26,"small_omnivore","8","dipo_present",0,"control","control"
27,"small_omnivore","8","dipo_present",0,"control","control"
28,"small_omnivore","8","dipo_present",0,"control","control"
29,"small_omnivore","8","dipo_present",2,"control","control"
30,"small_omnivore","8","dipo_present",0,"control","control"
31,"small_omnivore","8","dipo_present",2,"control","control"
33,"small_omnivore","8","dipo_present",0,"control","control"
34,"small_omnivore","8","dipo_present",1,"control","control"
35,"small_omnivore","8","dipo_present",0,"control","control"
1,"dipo","11","dipo_present",5,"control","control"
2,"dipo","11","dipo_present",4,"control","control"
3,"dipo","11","dipo_present",3,"control","control"
4,"dipo","11","dipo_present",4,"control","control"
8,"dipo","11","dipo_present",3,"control","control"
9,"dipo","11","dipo_present",5,"control","control"
10,"dipo","11","dipo_present",5,"control","control"
11,"dipo","11","dipo_present",6,"control","control"
15,"dipo","11","dipo_present",6,"control","control"
32,"dipo","11","dipo_present",1,"control","control"
5,"dipo","11","dipo_present",4,"control","control"
6,"dipo","11","dipo_present",6,"control","control"
7,"dipo","11","dipo_present",5,"control","control"
12,"dipo","11","dipo_present",4,"control","control"
13,"dipo","11","dipo_present",3,"control","control"
14,"dipo","11","dipo_present",5,"control","control"
16,"dipo","11","dipo_present",7,"control","control"
17,"dipo","11","dipo_present",3,"control","control"
18,"dipo","11","dipo_present",4,"control","control"
19,"dipo","11","dipo_present",4,"control","control"
20,"dipo","11","dipo_present",2,"control","control"
21,"dipo","11","dipo_present",2,"control","control"
22,"dipo","11","dipo_present",2,"control","control"
23,"dipo","11","dipo_present",1,"control","control"
24,"dipo","11","dipo_present",2,"control","control"
25,"dipo","11","dipo_present",2,"control","control"
26,"dipo","11","dipo_present",2,"control","control"
27,"dipo","11","dipo_present",2,"control","control"
28,"dipo","11","dipo_present",3,"control","control"
29,"dipo","11","dipo_present",5,"control","control"
30,"dipo","11","dipo_present",9,"control","control"
31,"dipo","11","dipo_present",1,"control","control"
33,"dipo","11","dipo_present",2,"control","control"
34,"dipo","11","dipo_present",2,"control","control"
35,"dipo","11","dipo_present",4,"control","control"
1,"other","11","dipo_present",0,"control","control"
2,"other","11","dipo_present",0,"control","control"
3,"other","11","dipo_present",1,"control","control"
4,"other","11","dipo_present",1,"control","control"
8,"other","11","dipo_present",0,"control","control"
9,"other","11","dipo_present",0,"control","control"
